X,Y,SITENUMBER,RIVER,SITENAME,SITE,TIM_CHCH,TELEMETERED,COMPLIANCE_MONITORING,FLOOD_CONTROL,LAST_SAMPLE,LAST_HOUR,RAIN_TODAY,RAIN_1_DAY_AGO,RAIN_2_DAYS_AGO,RAIN_3_DAYS_AGO,RAIN_4_DAYS_AGO,RAIN_5_DAYS_AGO,RAIN_6_DAYS_AGO,RAIN_7_DAYS_AGO,TOTAL_RAINFALL,ALTITUDE,NZMGX,NZMGY,NZMS260,NZTMX,NZTMY,NZTOPO50,OBJECTID
1536210.0496,5211876.1197,322210,ASHLEY,ASHLEY GORGE,ASHLEY AT ASHLEY GORGE,C,N,O,N,,,,,,,,,,,,247,2446199,5773499,L34:46199-73499,1536210,5211876,BW22:3621-1187,3416927
1536426.0172,5213358.6721,322211,ASHLEY,ASHLEY GORGE,ASHLEY AT ASHLEY GORGE,C,T,,N,2021/09/24 04:00:00+00,0,0,0.5,0,2,0,0,0,1,3.5,260,2446415,5774982,L34:46415-74982,1536426,5213358,BW22:3642-1335,3416928
1549945.6764,5207757.2831,322301,RANGIORA B,RANGIORA B,RANGIORA B AT RANGIORA B,,N,,N,,,,,,,,,,,,122,2459939,5769379,M35:59939-69379,1549945,5207757,BW23:4994-0775,3416929
1549905.8072,5213305.4531,322302,OKUKU,OKUKU,OKUKU AT OKUKU,,N,,N,,,,,,,,,,,,152,2459899,5774929,M34:59899-74929,1549905,5213305,BW23:4990-1330,3416930
1553967.4764,5213340.3481,322401,MT THOMAS,MT THOMAS,MT THOMAS AT MT THOMAS,,N,,N,,,,,,,,,,,,137,2463962,5774964,M34:63962-74964,1553967,5213340,BW23:5396-1334,3416932
1558003.2472,5217023.9933,322402,LOBURN,LOBURN,LOBURN AT LOBURN,,N,,N,,,,,,,,,,,,180,2467999,5778649,M34:67999-78649,1558003,5217023,BW23:5800-1702,3416933
1550281.0366,5223226.2349,322410,OKUKU,FOX CK,OKUKU AT FOX CK,C,T,O,N,2021/09/24 04:00:00+00,0,0,1,0,0,0,0,0,0,1,244,2460274,5784853,M34:60274-84853,1550281,5223226,BW23:5028-2322,3416934
1555049.1026,5212822.4951,322411,ASHLEY,OKUKU SCHOOL,ASHLEY AT OKUKU SCHOOL,C,T,O,N,2021/09/24 03:00:00+00,0,0.5,0.5,0,0,0,0,0,0,1,130,2465044,5774446,M34:65044-74446,1555049,5212822,BW23:5504-1282,3416935
1564840.7713,5213405.022,322500,ASHLEY FOREST 2,ASHLEY FOREST 2,ASHLEY FOREST 2 AT ASHLEY FOREST 2,,N,,N,,,,,,,,,,,,189,2474839,5775029,M34:74839-75029,1564840,5213405,BW24:6484-1340,3416936
1566150.2493,5211515.6443,322502,ASHLEY FOREST 1,ASHLEY FOREST 1,ASHLEY FOREST 1 AT ASHLEY FOREST 1,,N,,N,,,,,,,,,,,,107,2476149,5773139,M34:76149-73139,1566150,5211515,BW24:6615-1151,3416937
1566420.0132,5206187.5232,322503,"RANGIORA, AYERS STREET","RANGIORA, AYERS STREET","RANGIORA, AYERS STREET AT RANGIORA, AYERS STREET",,N,,N,,,,,,,,,,,,41,2476419,5767809,M35:76419-67809,1566420,5206187,BW24:6642-0618,3416938
1567537.7571,5211530.5971,322601,ASHLEY GORGE,ASHLEY GORGE,ASHLEY GORGE AT ASHLEY GORGE,,N,,N,,,,,,,,,,,,,2477537,5773154,M34:77537-73154,1567537,5211530,BW24:6753-1153,3416939
1564700.8676,5214774.5492,322610,STONY CK,STONY CK RD,STONY CK AT STONY CK RD,,N,,N,,,,,,,,,,,,180,2474699,5776399,M34:74699-76399,1564700,5214774,BW24:6470-1477,3416940
1564900.8232,5215474.2991,322614,STONY CK,LAWRENCE RD,STONY CK AT LAWRENCE RD,,N,,N,,,,,,,,,,,,305,2474899,5777099,M34:74899-77099,1564900,5215474,BW24:6490-1547,3416941
1521564.1149,5205597.9427,323001,VIEW HILL,VIEW HILL,VIEW HILL AT VIEW HILL,,N,,N,,,,,,,,,,,,335,2431549,5767219,L35:31549-67219,1521564,5205597,BW22:2156-0559,3416942
1533730.7015,5205727.9628,323101,OXFORD 2,OXFORD 2,OXFORD 2 AT OXFORD 2,,N,,N,,,,,,,,,,,,232,2443719,5767349,L35:43719-67349,1533730,5205727,BW22:3373-0572,3416943
1534140.5797,5205508.0284,323102,"OXFORD, MATAI","OXFORD, MATAI","OXFORD, MATAI AT OXFORD, MATAI",,N,,N,,,,,,,,,,,,237,2444129,5767129,L35:44129-67129,1534140,5205508,BW22:3414-0550,3416944
1532190.1513,5201853.077,323103,LYTHAM,SOUTH EYRE ROAD,LYTHAM AT SOUTH EYRE ROAD,C,N,,N,,,,,,,,,,,,,2442178,5763473,L35:42178-63473,1532190,5201853,BW22:3219-0185,3416945
1536566.8784,5198317.1905,323201,OXFORD 1,OXFORD 1,OXFORD 1 AT OXFORD 1,,N,,N,,,,,,,,,,,,,2446556,5759936,L35:46556-59936,1536566,5198317,BW22:3656-9831,3416946
1537828.4706,5202105.0661,323202,"OXFORD,MIDLANDS","OXFORD,MIDLANDS","OXFORD,MIDLANDS AT OXFORD,MIDLANDS",,N,,N,,,,,,,,,,,,,2447818,5763725,L35:47818-63725,1537828,5202105,BW22:3782-0210,3416947
1544684.3684,5196610.8761,323301,HORRELVILLE,HORRELVILLE,HORRELVILLE AT HORRELVILLE,,N,,N,,,,,,,,,,,,143,2454676,5758229,M35:54676-58229,1544684,5196610,BW23:4468-9661,3416948
1547874.2188,5311356.8299,323302,WEST EYRETON,WEST EYRETON,WEST EYRETON AT WEST EYRETON,,N,,N,,,,,,,,,,,,116,2457857,5873011,M31:57857-73011,1547874,5311356,BT23:4787-1135,3416949
1566180.0943,5205967.607,323501,RANGIORA,RANGIORA,RANGIORA AT RANGIORA,,N,,N,,,,,,,,,,,,30,2476179,5767589,M35:76179-67589,1566180,5205967,BW24:6618-0596,3416950
1564890.523,5204068.3073,323502,RANGIORA,RANGIORA,RANGIORA AT RANGIORA,,N,,N,,,,,,,,,,,,46,2474889,5765689,M35:74889-65689,1564890,5204068,BW24:6489-0406,3416951
1566180.0943,5205967.607,323503,RANGIORA A,RANGIORA A,RANGIORA A AT RANGIORA A,,N,,N,,,,,,,,,,,,30,2476179,5767589,M35:76179-67589,1566180,5205967,BW24:6618-0596,3416952
1571657.9735,5196777.8818,323601,NEPTUNE OBSERVATORY,NEPTUNE OBSERVATORY,NEPTUNE OBSERVATORY AT NEPTUNE OBSERVATORY,,N,,N,,,,,,,,,,,,,2481659,5758396,M35:81659-58396,1571657,5196777,BW24:7165-9677,3416953
1573007.5329,5202328.8091,323602,WOODEND 2,WOODEND 2,WOODEND 2 AT WOODEND 2,,N,,N,,,,,,,,,,,,6,2483009,5763949,M35:83009-63949,1573007,5202328,BW24:7300-0232,3416954
1574057.1614,5203448.3771,323603,"WOODEND, GLADSTONE","WOODEND, GLADSTONE","WOODEND, GLADSTONE AT WOODEND, GLADSTONE",,N,,N,,,,,,,,,,,,6,2484059,5765069,M35:84059-65069,1574057,5203448,BW24:7405-0344,3416955
1568549.1923,5203198.5548,323604,RANGIORA EWS,RANGIORA EWS,RANGIORA EWS AT RANGIORA EWS,,N,,N,,,,,,,,,,,,12,2478549,5764819,M35:78549-64819,1568549,5203198,BW24:6854-0319,3416956
1571797.9187,5196381.0291,323605,WAIMAKARIRI,"42A PERAKI ST,KAIAPOI","WAIMAKARIRI AT 42A PERAKI ST,KAIAPOI",,N,,N,,,,,,,,,,,,12,2481799,5757999,M35:81799-57999,1571797,5196381,BW24:7179-9638,3416957
1568613.1196,5198863.1282,323610,CUST MAIN DRAIN,THRELKELDS ROAD,CUST MAIN DRAIN AT THRELKELDS ROAD,C,T,O,N,2021/09/24 04:30:00+00,0,0,0.5,0,0,0,0,0,0,0.5,10,2478613,5760482,M35:78613-60482,1568613,5198863,BW24:6861-9886,3416958
1575688.5257,5202346.7582,323701,WOODEND 1,WOODEND 1,WOODEND 1 AT WOODEND 1,,N,,N,,,,,,,,,,,,5,2485691,5763967,M35:85691-63967,1575688,5202346,BW24:7568-0234,3416959
1575706.4377,5196790.8521,323702,KAIRAKI,KAIRAKI,KAIRAKI AT KAIRAKI,,N,,N,,,,,,,,,,,,3,2485709,5758409,M35:85709-58409,1575706,5196790,BW24:7570-9679,3416960
1520404.5206,5194480.8459,324001,PUKEURA,PUKEURA,PUKEURA AT PUKEURA,,N,,N,,,,,,,,,,,,296,2430389,5756099,L35:30389-56099,1520404,5194480,BW22:2040-9448,3416961
1519115.1112,5187022.7145,324002,HOMEBUSH,HOMEBUSH,HOMEBUSH AT HOMEBUSH,,N,,N,,,,,,,,,,,,244,2429099,5748639,L35:29099-48639,1519115,5187022,BX22:1911-8702,3416962
1529837.028,5190919.1447,324101,KIMBERLEY,KIMBERLEY,KIMBERLEY AT KIMBERLEY,,N,,N,,,,,,,,,,,,,2439824,5752536,L35:39824-52536,1529837,5190919,BW22:2983-9091,3416963
1529892.234,5185363.7123,324102,DARFIELD,DARFIELD,DARFIELD AT DARFIELD,,N,,N,,,,,,,,,,,,195,2439879,5746979,L35:39879-46979,1529892,5185363,BX22:2989-8536,3416964
1527225.9956,5185338.5805,324103,DARFIELD,DARFIELD,DARFIELD AT DARFIELD,,N,,N,,,,,,,,,,,,198,2437212,5746954,L35:37212-46954,1527225,5185338,BX22:2722-8533,3416965
1528592.6077,5185343.6507,324104,"DARFIELD,LINCOLN COL","DARFIELD,LINCOLN COL","DARFIELD,LINCOLN COL AT DARFIELD,LINCOLN COL",,N,,N,,,,,,,,,,,,197,2438579,5746959,L35:38579-46959,1528592,5185343,BX22:2859-8534,3416966
1531261.8362,5185373.7795,324105,DARFIELD FOREST PLNS,DARFIELD FOREST PLNS,DARFIELD FOREST PLNS AT DARFIELD FOREST PLNS,,N,,N,,,,,,,,,,,,184,2441249,5746989,L35:41249-46989,1531261,5185373,BX22:3126-8537,3416967
1531281.8995,5183934.1931,324106,DARFIELD EWS,DARFIELD EWS,DARFIELD EWS AT DARFIELD EWS,,N,,N,,,,,,,,,,,,190,2441269,5745549,L35:41269-45549,1531281,5183934,BX22:3128-8393,3416968
1523126.7214,5198838.7625,324110,WAIMAKARIRI,WAIMAKARIRI GORGE,WAIMAKARIRI AT WAIMAKARIRI GORGE,C,T,O,N,,,,,,,,,,,,260,2433112,5760458,L35:33112-60458,1523126,5198838,BW22:2312-9883,3416969
1537981.8161,5185446.0891,324202,KIRWEE,KIRWEE,KIRWEE AT KIRWEE,,N,,N,,,,,,,,,,,,,2447971,5747061,L35:47971-47061,1537981,5185446,BX22:3798-8544,3416970
1542025.5477,5185481.2662,324203,WEST MELTON,WEST MELTON,WEST MELTON AT WEST MELTON,,N,,N,,,,,,,,,,,,99,2452016,5747096,M35:52016-47096,1542025,5185481,BX23:4202-8548,3416971
1541938.2698,5194691.4279,324204,EYREWELL FOREST,EYREWELL FOREST,EYREWELL FOREST AT EYREWELL FOREST,,N,,N,,,,,,,,,,,,158,2451929,5756309,M35:51929-56309,1541938,5194691,BW23:4193-9469,3416972
1562241.6136,5185624.9006,324501,CHRISTCHURCH AERO,CHRISTCHURCH AERO,CHRISTCHURCH AERO AT CHRISTCHURCH AERO,,N,,N,,,,,,,,,,,,37,2472239,5747239,M35:72239-47239,1562241,5185624,BX23:6224-8562,3416973
1561841.784,5184845.172,324502,CHRISTCHURCH AERO AWS,CHRISTCHURCH AERO AWS,CHRISTCHURCH AERO AWS AT CHRISTCHURCH AERO AWS,,N,,N,,,,,,,,,,,,37,2471839,5746459,M35:71839-46459,1561841,5184845,BX23:6184-8484,3416974
1562241.6375,5184845.182,324503,CHRISTCHURCH AERO AMDR,CHRISTCHURCH AERO AMDR,CHRISTCHURCH AERO AMDR AT CHRISTCHURCH AERO AMDR,,N,,N,,,,,,,,,,,,38,2472239,5746459,M35:72239-46459,1562241,5184845,BX23:6224-8484,3416975
1560502.2034,5187084.3409,324504,WAIMAKARIRI,ISAACS PONDS,WAIMAKARIRI AT ISAACS PONDS,,N,,N,,,,,,,,,,,,50,2470499,5748699,M35:70499-48699,1560502,5187084,BX23:6050-8708,3416976
1561701.8308,5184985.1181,324510,GW RECHARGE SITE,GW RECHARGE SITE AT CHRISTCHURCH AIRPORT,GW RECHARGE SITE AT GW RECHARGE SITE AT CHRISTCHURCH AIRPORT,C,N,,N,,,,,,,,,,,,0,2471699,5746599,M35:71699-46599,1561701,5184985,BX23:6170-8498,3416977
1571667.9697,5192992.2984,324601,WAIMAKARIRI BRIDGE,WAIMAKARIRI BRIDGE,WAIMAKARIRI BRIDGE AT WAIMAKARIRI BRIDGE,,N,,N,,,,,,,,,,,,5,2481669,5754609,M35:81669-54609,1571667,5192992,BW24:7166-9299,3416978
1573072.4902,5187454.4165,324602,MARSHLANDS,MARSHLANDS,MARSHLANDS AT MARSHLANDS,,N,,N,,,,,,,,,,,,,2483074,5749069,M35:83074-49069,1573072,5187454,BX24:7307-8745,3416979
1574367.015,5185675.1242,324603,WINDSOR,WINDSOR,WINDSOR AT WINDSOR,,N,,N,,,,,,,,,,,,5,2484369,5747289,M35:84369-47289,1574367,5185675,BX24:7436-8567,3416980
1572077.8154,5192772.3826,324604,KAINGA,KAINGA,KAINGA AT KAINGA,,N,,N,,,,,,,,,,,,3,2482079,5754389,M35:82079-54389,1572077,5192772,BW24:7207-9277,3416981
1570198.5493,5190483.2318,324605,WAIMAKARIRI,BELFAST OXIDATION PONDS,WAIMAKARIRI AT BELFAST OXIDATION PONDS,,N,,N,,,,,,,,,,,,17,2480199,5752099,M35:80199-52099,1570198,5190483,BW24:7019-9048,3416982
1574996.6955,5194681.6577,324606,STYX,"HARBOUR RD,  BROOKLANDS","STYX AT HARBOUR RD,  BROOKLANDS",,N,,N,,,,,,,,,,,,14,2484999,5756299,M35:84999-56299,1574996,5194681,BW24:7499-9468,3416983
1574296.9869,5189783.5334,324607,STYX,"LOWER STYX RD,  SPENCERVILLE","STYX AT LOWER STYX RD,  SPENCERVILLE",,N,,N,2021/09/24 03:55:00+00,0,0,0.6,0,0,0,0,0,0,0.6,14,2484299,5751399,M35:84299-51399,1574296,5189783,BX24:7429-8978,3416984
1570698.3672,5189883.4626,324608,STYX,"PS 62,  TYRONE ST, BELFAST","STYX AT PS 62,  TYRONE ST, BELFAST",,N,,N,2021/09/24 04:00:00+00,0,0,0.6,0,0,0,0,0,0,0.6,19,2480699,5751499,M35:80699-51499,1570698,5189883,BX24:7069-8988,3416985
1574297.0387,5185885.0415,324609,AVON,BURWOOD HOSPITAL ,AVON AT BURWOOD HOSPITAL ,,N,,N,,,,,,,,,,,,15,2484299,5747499,M35:84299-47499,1574297,5185885,BX24:7429-8588,3416986
1568003.4964,5184563.4182,324610,AVON,"FIRESTONE FACTORY, PAPANUI","AVON AT FIRESTONE FACTORY, PAPANUI",,N,,N,2021/09/24 03:30:00+00,0,0,0.6,0,0,0,0,0,0,0.6,26,2478003,5746177,M35:78003-46177,1568003,5184563,BX24:6800-8456,3416987
1571990.8479,5192867.3465,324611,WAIMAKARIRI,WAIMAKARIRI AT KAINGA YARD,WAIMAKARIRI AT WAIMAKARIRI AT KAINGA YARD,C,T,O,N,2021/09/24 04:30:00+00,0,0,0.5,0,0,0,0,0,0,0.5,0,2481992,5754484,M35:81992-54484,1571990,5192867,BW24:7199-9286,3416988
1556923.6762,5181816.0966,325401,PAPARUA PRISON FARM,PAPARUA PRISON FARM,PAPARUA PRISON FARM AT PAPARUA PRISON FARM,,N,,N,,,,,,,,,,,,37,2466919,5743429,M35:66919-43429,1556923,5181816,BX23:5692-8181,3416990
1556943.8382,5178147.3935,325402,TEMPLETON,TEMPLETON,TEMPLETON AT TEMPLETON,,N,,N,,,,,,,,,,,,46,2466939,5739759,M36:66939-39759,1556943,5178147,BX23:5694-7814,3416991
1556703.9077,5178487.262,325403,AVON/HEATHCOTE,"PS 80, TEMPLETON","AVON/HEATHCOTE AT PS 80, TEMPLETON",,N,,N,,,,,,,,,,,,57,2466699,5740099,M35:66699-40099,1556703,5178487,BX23:5670-7848,3416992
1563651.3644,5178187.6699,325502,WIGRAM AERO,WIGRAM AERO,WIGRAM AERO AT WIGRAM AERO,,N,,N,,,,,,,,,,,,22,2473649,5739799,M36:73649-39799,1563651,5178187,BX23:6365-7818,3416993
1559607.781,5180056.8252,325503,ISLINGTON,ISLINGTON,ISLINGTON AT ISLINGTON,,N,,N,,,,,,,,,,,,,2469604,5741669,M35:69604-41669,1559607,5180056,BX23:5960-8005,3416994
1561012.5349,5174508.9103,325504,PREBBLETON,PREBBLETON,PREBBLETON AT PREBBLETON,,N,,N,,,,,,,,,,,,21,2471009,5736119,M36:71009-36119,1561012,5174508,BX23:6101-7450,3416995
1563621.1644,5183735.6208,325505,CHRISTCHURCH AIRPORT,CHRISTCHURCH AIRPORT,CHRISTCHURCH AIRPORT AT CHRISTCHURCH AIRPORT,,N,,N,,,,,,,,,,,,30,2473619,5745349,M35:73619-45349,1563621,5183735,BX23:6362-8373,3416996
1565010.709,5181856.3537,325506,"CHRISTCHURCH, ILAM","CHRISTCHURCH, ILAM","CHRISTCHURCH, ILAM AT CHRISTCHURCH, ILAM",,N,,N,,,,,,,,,,,,18,2475009,5743469,M35:75009-43469,1565010,5181856,BX24:6501-8185,3416997
1564900.7815,5180986.6737,325507,AVON,COLLEGE OF EDUCATION,AVON AT COLLEGE OF EDUCATION,,N,,N,2021/09/24 03:30:00+00,0,0,0.4,0,0,0,0,0,0,0.4,31,2474899,5742599,M35:74899-42599,1564900,5180986,BX24:6490-8098,3416998
1565900.5389,5177587.9844,325508,HEATHCOTE,WIGRAM RETENTION POND,HEATHCOTE AT WIGRAM RETENTION POND,,N,,N,,,,,,,,,,,,26,2475899,5739199,M36:75899-39199,1565900,5177587,BX24:6590-7758,3416999
1561702.1544,5176888.0674,325510,HEATHCOTE,HALSWELL RETENTION BASIN,HEATHCOTE AT HALSWELL RETENTION BASIN,,N,,N,,,,,,,,,,,,33,2471699,5738499,M36:71699-38499,1561702,5176888,BX23:6170-7688,3417000
1565001.0803,5173489.497,325511,HALSWELL,O'HALLORANS DRIVE,HALSWELL AT O'HALLORANS DRIVE,,N,,N,,,,,,,,,,,,26,2474999,5735099,M36:74999-35099,1565001,5173489,BX24:6500-7348,3417001
1565300.8592,5175588.7153,325512,HALSWELL,AIDENFIELD RESERVOIR,HALSWELL AT AIDENFIELD RESERVOIR,,N,,N,,,,,,,,,,,,,2475299,5737199,M36:75299-37199,1565300,5175588,BX24:6530-7558,3417002
1567709.9817,5174539.2252,325600,"CHRISTCHURCH,CASHMERE","CHRISTCHURCH,CASHMERE","CHRISTCHURCH,CASHMERE AT CHRISTCHURCH,CASHMERE",,N,,N,,,,,,,,,,,,152,2477709,5736149,M36:77709-36149,1567709,5174539,BX24:6770-7453,3417003
1569059.2277,5180107.1407,325601,RICCARTON MAIN DRAIN,CHRISTCHURCH GARDENS,RICCARTON MAIN DRAIN AT CHRISTCHURCH GARDENS,,N,,N,,,,,,,,,,,,7,2479059,5741719,M35:79059-41719,1569059,5180107,BX24:6905-8010,3417004
1570368.8606,5176328.6497,325602,CASHMERE HILLS,CASHMERE HILLS,CASHMERE HILLS AT CASHMERE HILLS,,N,,N,,,,,,,,,,,,183,2480369,5737939,M36:80369-37939,1570368,5176328,BX24:7036-7632,3417005
1573087.554,5183785.8344,325603,SHIRLEY,SHIRLEY,SHIRLEY AT SHIRLEY,,N,,N,,,,,,,,,,,,6,2483089,5745399,M35:83089-45399,1573087,5183785,BX24:7308-8378,3417006
1573094.5982,5181901.5676,325604,CHRISTCHURCH,CHRISTCHURCH,CHRISTCHURCH AT CHRISTCHURCH,,N,,N,,,,,,,,,,,,4,2483096,5743514,M35:83096-43514,1573094,5181901,BX24:7309-8190,3417007
1570346.6718,5181889.4974,325605,"CHRISTCHURCH,BEALEY A","CHRISTCHURCH,BEALEY A","CHRISTCHURCH,BEALEY A AT CHRISTCHURCH,BEALEY A",,N,,N,,,,,,,,,,,,,2480347,5743502,M35:80347-43502,1570346,5181889,BX24:7034-8188,3417008
1574395.1333,5180129.2982,325606,"CHRISTCHURCH,LINWOOD","CHRISTCHURCH,LINWOOD","CHRISTCHURCH,LINWOOD AT CHRISTCHURCH,LINWOOD",,N,,N,,,,,,,,,,,,,2484397,5741741,M35:84397-41741,1574395,5180129,BX24:7439-8012,3417009
1574387.1366,5180127.2987,325607,"CHRISTCHURCH,PAGES RD","CHRISTCHURCH,PAGES RD","CHRISTCHURCH,PAGES RD AT CHRISTCHURCH,PAGES RD",,N,,N,,,,,,,,,,,,,2484389,5741739,M35:84389-41739,1574387,5180127,BX24:7438-8012,3417010
1569049.1735,5181876.4644,325608,N RADIATION LAB CH,N RADIATION LAB CH,N RADIATION LAB CH AT N RADIATION LAB CH,,N,,N,,,,,,,,,,,,6,2479049,5743489,M35:79049-43489,1569049,5181876,BX24:6904-8187,3417011
1573109.7046,5178236.0048,325609,OPAWA,OPAWA,OPAWA AT OPAWA,,N,,N,,,,,,,,,,,,,2483111,5739847,M36:83111-39847,1573109,5178236,BX24:7310-7823,3417012
1569079.4456,5174549.286,325610,HOON HAY,HOON HAY,HOON HAY AT HOON HAY,,N,,N,,,,,,,,,,,,37,2479079,5736159,M36:79079-36159,1569079,5174549,BX24:6907-7454,3417013
1570199.0637,5173289.8312,325611,HEATHCOTE,CASHMERE,HEATHCOTE AT CASHMERE,C,N,O,N,,,,,,,,,,,,61,2480199,5734899,M36:80199-34899,1570199,5173289,BX24:7019-7328,3417014
1570368.8606,5176328.6497,325612,CHRISTCHURCH BOWENV.,CHRISTCHURCH BOWENV.,CHRISTCHURCH BOWENV. AT CHRISTCHURCH BOWENV.,,N,,N,,,,,,,,,,,,,2480369,5737939,M36:80369-37939,1570368,5176328,BX24:7036-7632,3417015
1568249.5406,5180097.1167,325613,"CHRISTCHURCH, KYLE ST","CHRISTCHURCH, KYLE ST","CHRISTCHURCH, KYLE ST AT CHRISTCHURCH, KYLE ST",,N,,N,,,,,,,,,,,,6,2478249,5741709,M35:78249-41709,1568249,5180097,BX24:6824-8009,3417016
1570578.5657,5182446.2901,325614,"CHRISTCHURCH, ENGLISH PARK","CHRISTCHURCH, ENGLISH PARK","CHRISTCHURCH, ENGLISH PARK AT CHRISTCHURCH, ENGLISH PARK",,N,,N,,,,,,,,,,,,7,2480579,5744059,M35:80579-44059,1570578,5182446,BX24:7057-8244,3417017
1569199.1674,5180287.0765,325616,AVON RIVER,AVON AT BOTANIC GARDENS,AVON RIVER AT AVON AT BOTANIC GARDENS,,N,,N,2021/09/24 03:05:00+00,0,0.2,0.2,0,0,0.2,0,0,0,0.6,17,2479199,5741899,M35:79199-41899,1569199,5180287,BX24:6919-8028,3417018
1574297.0925,5183186.0944,325617,AVON,"PS 205,  NEW BRIGHTON RD","AVON AT PS 205,  NEW BRIGHTON RD",,N,,N,,,,,,,,,,,,17,2484299,5744799,M35:84299-44799,1574297,5183186,BX24:7429-8318,3417019
1567899.8361,5176088.6374,325618,HEATHCOTE,"PS 42, SPARKS RD","HEATHCOTE AT PS 42, SPARKS RD",,N,,N,2021/09/24 03:30:00+00,0,0,0.2,0,0,0,0,0,0,0.2,22,2477899,5737699,M36:77899-37699,1567899,5176088,BX24:6789-7608,3417020
1574996.9759,5177488.3648,325619,HEATHCOTE,TUNNEL RD,HEATHCOTE AT TUNNEL RD,,N,,N,,,,,,,,,,,,13,2484999,5739099,M36:84999-39099,1574996,5177488,BX24:7499-7748,3417021
1571998.2424,5175688.9672,325620,HEATHCOTE,HUNTSBURY RESERVOIR,HEATHCOTE AT HUNTSBURY RESERVOIR,,N,,N,,,,,,,,,,,,160,2481999,5737299,M36:81999-37299,1571998,5175688,BX24:7199-7568,3417022
1571498.4879,5174589.3796,325621,HEATHCOTE,BOWENVALE FLUME,HEATHCOTE AT BOWENVALE FLUME,,N,,N,,,,,,,,,,,,31,2481499,5736199,M36:81499-36199,1571498,5174589,BX24:7149-7458,3417023
1572198.2487,5173689.7666,325622,HEATHCOTE,BOWENVALE VALLEY (MIDDLE),HEATHCOTE AT BOWENVALE VALLEY (MIDDLE),,N,,N,,,,,,,,,,,,245,2482199,5735299,M36:82199-35299,1572198,5173689,BX24:7219-7368,3417024
1570178.69,5183555.8547,325623,AVON,ST ALBANS,AVON AT ST ALBANS,,N,,N,,,,,,,,,,,,16,2480179,5745169,M35:80179-45169,1570178,5183555,BX24:7017-8355,3417025
1569299.3122,5175588.8921,325624,HEATHCOTE,PRINCESS MARGARET HOSPITAL,HEATHCOTE AT PRINCESS MARGARET HOSPITAL,,N,,N,,,,,,,,,,,,21,2479299,5737199,M36:79299-37199,1569299,5175588,BX24:6929-7558,3417026
1578434.5078,5180143.4019,325700,NEW BRIGHTON 1,NEW BRIGHTON 1,NEW BRIGHTON 1 AT NEW BRIGHTON 1,,N,,N,,,,,,,,,,,,,2488438,5741755,M35:88438-41755,1578434,5180143,BX24:7843-8014,3417027
1578434.5078,5180143.4019,325701,NEW BRIGHTON 2,NEW BRIGHTON 2,NEW BRIGHTON 2 AT NEW BRIGHTON 2,,N,,N,,,,,,,,,,,,,2488438,5741755,M35:88438-41755,1578434,5180143,BX24:7843-8014,3417028
1579820.0441,5176370.9763,325702,"SUMNER,CLIFTON","SUMNER,CLIFTON","SUMNER,CLIFTON AT SUMNER,CLIFTON",,N,,N,,,,,,,,,,,,,2489824,5737981,M36:89824-37981,1579820,5176370,BX24:7982-7637,3417029
1575766.5857,5180127.3367,325703,"CHRISTCHURCH,BROMLEY","CHRISTCHURCH,BROMLEY","CHRISTCHURCH,BROMLEY AT CHRISTCHURCH,BROMLEY",,N,,N,,,,,,,,,,,,9,2485769,5741739,M35:85769-41739,1575766,5180127,BX24:7576-8012,3417030
1577146.1434,5176358.8924,325704,MT PLEASANT,MT PLEASANT,MT PLEASANT AT MT PLEASANT,,N,,N,,,,,,,,,,,,137,2487149,5737969,M36:87149-37969,1577146,5176358,BX24:7714-7635,3417031
1575786.7628,5174579.5612,325705,HOROTANE,HOROTANE,HOROTANE AT HOROTANE,,N,,N,,,,,,,,,,,,76,2485789,5736189,M36:85789-36189,1575786,5174579,BX24:7578-7457,3417032
1577156.2029,5174579.6151,325706,"MT PLEASANT,LINCOLN","MT PLEASANT,LINCOLN","MT PLEASANT,LINCOLN AT MT PLEASANT,LINCOLN",,N,,N,,,,,,,,,,,,480,2487159,5736189,M36:87159-36189,1577156,5174579,BX24:7715-7457,3417033
1582483.9868,5174599.7952,325707,GODLEY HEAD,GODLEY HEAD,GODLEY HEAD AT GODLEY HEAD,,N,,N,,,,,,,,,,,,250,2492489,5736209,N36:92489-36209,1582483,5174599,BX24:8248-7459,3417034
1577395.9491,5179387.6784,325708,AVON/HEATHCOTE,OXIDATION POND NO 6,AVON/HEATHCOTE AT OXIDATION POND NO 6,,N,,N,,,,,,,,,,,,14,2487399,5740999,M35:87399-40999,1577395,5179387,BX24:7739-7938,3417035
1576396.3589,5179187.7298,325709,AVON/HEATHCOTE,OXIDATION POND NO 3,AVON/HEATHCOTE AT OXIDATION POND NO 3,,N,,N,,,,,,,,,,,,14,2486399,5740799,M35:86399-40799,1576396,5179187,BX24:7639-7918,3417036
1577695.794,5180687.1646,325710,AVON,BRIDGE ST,AVON AT BRIDGE ST,,N,,N,,,,,,,,,,,,15,2487699,5742299,M35:87699-42299,1577695,5180687,BX24:7769-8068,3417037
1580294.9011,5174689.6847,325711,AVON/HEATHCOTE,"VAN ASCH ST,  SUMNER","AVON/HEATHCOTE AT VAN ASCH ST,  SUMNER",,N,,N,2021/09/24 04:05:00+00,0,0,0,0,0,0,0,0,0,0,14,2490299,5736299,N36:90299-36299,1580294,5174689,BX24:8029-7468,3417038
