X,Y,SITENUMBER,RIVER,SITENAME,SITE,TIM_CHCH,TELEMETERED,COMPLIANCE_MONITORING,FLOOD_CONTROL,LAST_SAMPLE,LAST_HOUR,RAIN_TODAY,RAIN_1_DAY_AGO,RAIN_2_DAYS_AGO,RAIN_3_DAYS_AGO,RAIN_4_DAYS_AGO,RAIN_5_DAYS_AGO,RAIN_6_DAYS_AGO,RAIN_7_DAYS_AGO,TOTAL_RAINFALL,ALTITUDE,NZMGX,NZMGY,NZMS260,NZTMX,NZTMY,NZTOPO50,OBJECTID
1384384.6361,5180388.1335,305302,TASMAN SADDLE AWS,TASMAN SADDLE AWS,TASMAN SADDLE AWS AT TASMAN SADDLE AWS,,N,,N,,,,,,,,,,,,2310,2294359,5742009,I35:94359-42009,1384384,5180388,BX16:8438-8038,3416633
1386324.7293,5174176.7328,305310,ROSE RIDGE,ROSE RIDGE,ROSE RIDGE AT ROSE RIDGE,,N,,N,,,,,,,,,,,,,2296299,5735799,I36:96299-35799,1386324,5174176,BX16:8632-7417,3416634
1386934.8081,5173796.6497,305311,ROSERIDGE TEMP,ROSERIDGE TEMP,ROSERIDGE TEMP AT ROSERIDGE TEMP,,N,,N,,,,,,,,,,,,1940,2296909,5735419,I36:96909-35419,1386934,5173796,BX16:8693-7379,3416635
1386934.8081,5173796.6497,305312,ROSERIDGE WIND,ROSERIDGE WIND,ROSERIDGE WIND AT ROSERIDGE WIND,,N,,N,,,,,,,,,,,,1940,2296909,5735419,I36:96909-35419,1386934,5173796,BX16:8693-7379,3416636
1386934.8081,5173796.6497,305313,ROSERIDGE RH,ROSERIDGE RH,ROSERIDGE RH AT ROSERIDGE RH,,N,,N,,,,,,,,,,,,1940,2296909,5735419,I36:96909-35419,1386934,5173796,BX16:8693-7379,3416637
1386934.8081,5173796.6497,305314,ROSERIDGE SOLAR RADIATION,ROSERIDGE SOLAR RADIATION,ROSERIDGE SOLAR RADIATION AT ROSERIDGE SOLAR RADIATION,,N,,N,,,,,,,,,,,,1940,2296909,5735419,I36:96909-35419,1386934,5173796,BX16:8693-7379,3416638
1396526.0463,5178277.5691,305411,GODLEY,EADE HUT,GODLEY AT EADE HUT,,N,,N,,,,,,,,,,,,975,2306499,5739899,I36:06499-39899,1396526,5178277,BX17:9652-7827,3416639
1396496.0437,5178317.5758,305412,GODLEY @ EADE HUT,GODLEY @ EADE HUT,GODLEY @ EADE HUT AT GODLEY @ EADE HUT,,N,,N,,,,,,,,,,,,975,2306469,5739939,I36:06469-39939,1396496,5178317,BX17:9649-7831,3416640
1433079.0798,5174327.6657,305901,MOUNT POTTS,MOUNT POTTS,MOUNT POTTS AT MOUNT POTTS,,N,,N,,,,,,,,,,,,518,2343050,5735948,J36:43050-35948,1433079,5174327,BX18:3307-7432,3416642
1367121.1585,5161372.9056,306110,HOOKER,HOOKER HUT,HOOKER AT HOOKER HUT,,N,,N,,,,,,,,,,,,1066,2277099,5722999,H36:77099-22999,1367121,5161372,BX15:6712-6137,3416643
1374128.6422,5165263.3328,306201,"MT COOK,BALL HUT","MT COOK,BALL HUT","MT COOK,BALL HUT AT MT COOK,BALL HUT",,N,,N,,,,,,,,,,,,,2284105,5726888,H36:84105-26888,1374128,5165263,BX16:7412-6526,3416644
1373522.5132,5166774.757,306210,TASMAN,BALL HUT,TASMAN AT BALL HUT,,N,,N,,,,,,,,,,,,1067,2283499,5728399,H36:83499-28399,1373522,5166774,BX16:7352-6677,3416645
1407839.9098,5160636.5546,306610,MACAULEY,MT GERALD,MACAULEY AT MT GERALD,T,T,O,F,2021/09/24 04:00:00+00,0,0,0,0,35.5,0,0,0,0,35.5,823,2317811,5722260,I36:17811-22260,1407839,5160636,BX17:0783-6063,3416646
1430218.7562,5165808.2653,306901,MESOPOTAMIA,MESOPOTAMIA,MESOPOTAMIA AT MESOPOTAMIA,,N,,N,,,,,,,,,,,,552,2340189,5727429,J36:40189-27429,1430218,5165808,BX18:3021-6580,3416647
1362360.1435,5155510.6811,307002,MUELLER RIDGE,MUELLER RIDGE,MUELLER RIDGE AT MUELLER RIDGE,,N,,N,,,,,,,,,,,,1340,2272339,5717139,H36:72339-17139,1362360,5155510,BX15:6236-5551,3416649
1362360.1435,5155510.6811,307003,MT OLIVIER,MT OLIVIER,MT OLIVIER AT MT OLIVIER,,N,,N,,,,,,,,,,,,1916,2272339,5717139,H36:72339-17139,1362360,5155510,BX15:6236-5551,3416650
1363720.4957,5155560.7766,307004,OLIVIER RIDGE,OLIVIER RIDGE,OLIVIER RIDGE AT OLIVIER RIDGE,,N,,N,,,,,,,,,,,,1290,2273699,5717189,H36:73699-17189,1363720,5155560,BX15:6372-5556,3416651
1363850.6748,5151889.4431,307005,MT ANNETTE,MT ANNETTE,MT ANNETTE AT MT ANNETTE,,N,,N,,,,,,,,,,,,2240,2273829,5713519,H36:73829-13519,1363850,5151889,BY15:6385-5188,3416652
1366131.1878,5153530.208,307006,MT COOK EWS,MT COOK EWS,MT COOK EWS AT MT COOK EWS,,N,,N,,,,,,,,,,,,765,2276109,5715159,H36:76109-15159,1366131,5153530,BY15:6613-5353,3416653
1364950.7502,5157491.5332,307010,ORARI NO 3,ORARI NO 3,ORARI NO 3 AT ORARI NO 3,,N,,N,,,,,,,,,,,,771,2274929,5719119,H36:74929-19119,1364950,5157491,BX15:6495-5749,3416654
1362360.1435,5155513.6822,307011,MUELLER,MUELLER,MUELLER AT MUELLER,,N,,N,,,,,,,,,,,,1890,2272339,5717142,H36:72339-17142,1362360,5155513,BX15:6236-5551,3416655
1366441.2495,5153870.3499,307101,"MT COOK,THE HERMITAGE","MT COOK,THE HERMITAGE","MT COOK,THE HERMITAGE AT MT COOK,THE HERMITAGE",,N,,N,,,,,,,,,,,,765,2276419,5715499,H36:76419-15499,1366441,5153870,BY15:6644-5387,3416656
1369299.3241,5148417.7251,307102,BIRCH HILL AIRSTRIP,BIRCH HILL AIRSTRIP,BIRCH HILL AIRSTRIP AT BIRCH HILL AIRSTRIP,,N,,N,,,,,,,,,,,,619,2279276,5710048,H36:79276-10048,1369299,5148417,BY15:6929-4841,3416657
1366450.2514,5153879.3537,307103,"MT COOK,HOOKER FLAT","MT COOK,HOOKER FLAT","MT COOK,HOOKER FLAT AT MT COOK,HOOKER FLAT",,N,,N,,,,,,,,,,,,671,2276428,5715508,H36:76428-15508,1366450,5153879,BY15:6645-5387,3416658
1369232.1723,5150189.3188,307104,"MT COOK,TASMAN AERO","MT COOK,TASMAN AERO","MT COOK,TASMAN AERO AT MT COOK,TASMAN AERO",,N,,N,,,,,,,,,,,,656,2279209,5711819,H36:79209-11819,1369232,5150189,BY15:6923-5018,3416659
1368721.8654,5152970.2124,307110,HOOKER,BALL HUT RD BR,HOOKER AT BALL HUT RD BR,,N,,N,,,,,,,,,,,,680,2278699,5714599,H36:78699-14599,1368721,5152970,BY15:6872-5297,3416660
1378654.3237,5150510.3874,307210,BIRD CREEK HUT,BIRD CREEK HUT,BIRD CREEK HUT AT BIRD CREEK HUT,,N,,N,,,,,,,,,,,,792,2288629,5712139,H36:88629-12139,1378654,5150510,BY16:7865-5051,3416661
1379899.2259,5154336.5536,307211,LITTLE CREEK HUT,LITTLE CREEK HUT,LITTLE CREEK HUT AT LITTLE CREEK HUT,,N,,N,,,,,,,,,,,,914,2289874,5715964,H36:89874-15964,1379899,5154336,BX16:7989-5433,3416662
1377347.2228,5148691.722,307212,MT KEA,MT KEA,MT KEA AT MT KEA,,N,,N,,,,,,,,,,,,1158,2287322,5710321,H36:87322-10321,1377347,5148691,BY16:7734-4869,3416663
1380082.8049,5148782.0734,307213,PYRAMID BLUFF,PYRAMID BLUFF,PYRAMID BLUFF AT PYRAMID BLUFF,,N,,N,,,,,,,,,,,,1311,2290057,5710411,I36:90057-10411,1380082,5148782,BY16:8008-4878,3416664
1381068.1525,5158043.6088,307214,PINNACLE STREAM,PINNACLE STREAM,PINNACLE STREAM AT PINNACLE STREAM,,N,,N,,,,,,,,,,,,1189,2291043,5719670,I36:91043-19670,1381068,5158043,BX16:8106-5804,3416665
1378714.5181,5148736.8968,307215,LOWER KEA,LOWER KEA,LOWER KEA AT LOWER KEA,,N,,N,,,,,,,,,,,,96,2288689,5710366,H36:88689-10366,1378714,5148736,BY16:7871-4873,3416666
1378714.5181,5148736.8968,307216,LOWER PYRAMID,LOWER PYRAMID,LOWER PYRAMID AT LOWER PYRAMID,,N,,N,,,,,,,,,,,,914,2288689,5710366,H36:88689-10366,1378714,5148736,BY16:7871-4873,3416667
1404007.8629,5156864.615,307501,LILYBANK STATION,LILYBANK STATION,LILYBANK STATION AT LILYBANK STATION,,N,,N,,,,,,,,,,,,686,2313979,5718489,I36:13979-18489,1404007,5156864,BX17:0400-5686,3416668
1433676.8453,5150336.4332,307901,LOOK UP CREEK,LOOK UP CREEK,LOOK UP CREEK AT LOOK UP CREEK,,N,,N,,,,,,,,,,,,884,2343645,5711957,J36:43645-11957,1433676,5150336,BY18:3367-5033,3416669
1366921.9101,5145867.5714,308010,DEVILS ELBOW,NO 7,DEVILS ELBOW AT NO 7,,N,,N,,,,,,,,,,,,762,2276899,5707499,H37:76899-07499,1366921,5145867,BY15:6692-4586,3416670
1365342.4276,5146388.5658,308011,DEVILS ELBOW,DEVILS ELBOW,DEVILS ELBOW AT DEVILS ELBOW,,N,,N,,,,,,,,,,,,1067,2275320,5708020,H37:75320-08020,1365342,5146388,BY15:6534-4638,3416671
1365342.4276,5146388.5658,308012,DEVILS ELBOW,DEVILS ELBOW,DEVILS ELBOW AT DEVILS ELBOW,,N,,N,,,,,,,,,,,,1189,2275320,5708020,H37:75320-08020,1365342,5146388,BY15:6534-4638,3416672
1365342.4276,5146388.5658,308013,DEVILS ELBOW,DEVILS ELBOW,DEVILS ELBOW AT DEVILS ELBOW,,N,,N,,,,,,,,,,,,1189,2275320,5708020,H37:75320-08020,1365342,5146388,BY15:6534-4638,3416673
1365342.4276,5146388.5658,308014,DEVILS ELBOW,DEVILS ELBOW,DEVILS ELBOW AT DEVILS ELBOW,,N,,N,,,,,,,,,,,,1311,2275320,5708020,H37:75320-08020,1365342,5146388,BY15:6534-4638,3416674
1365342.4276,5146388.5658,308015,DEVILS ELBOW,DEVILS ELBOW,DEVILS ELBOW AT DEVILS ELBOW,,N,,N,,,,,,,,,,,,1280,2275320,5708020,H37:75320-08020,1365342,5146388,BY15:6534-4638,3416675
1365342.4276,5146388.5658,308016,DEVILS ELBOW,DEVILS ELBOW,DEVILS ELBOW AT DEVILS ELBOW,,N,,N,,,,,,,,,,,,1067,2275320,5708020,H37:75320-08020,1365342,5146388,BY15:6534-4638,3416676
1368078.1639,5146483.9189,308101,SEALEY VILLAGE,SEALEY VILLAGE,SEALEY VILLAGE AT SEALEY VILLAGE,,N,,N,,,,,,,,,,,,640,2278055,5708115,H37:78055-08115,1368078,5146483,BY15:6807-4648,3416677
1373574.2386,5141106.9448,308110,JOLLIE HUT,JOLLIE HUT,JOLLIE HUT AT JOLLIE HUT,,N,,N,,,,,,,,,,,,671,2283549,5702739,H37:83549-02739,1373574,5141106,BY16:7357-4110,3416678
1376184.39,5144868.4618,308210,GOLDEN GULLY HUT,GOLDEN GULLY HUT,GOLDEN GULLY HUT AT GOLDEN GULLY HUT,,N,,N,,,,,,,,,,,,640,2286159,5706499,H37:86159-06499,1376184,5144868,BY16:7618-4486,3416679
1374824.6023,5140767.0389,308217,JOLLIE,JOLLIE HUT,JOLLIE AT JOLLIE HUT,,N,,N,,,,,,,,,,,,610,2284799,5702399,H37:84799-02399,1374824,5140767,BY16:7482-4076,3416680
1385506.3741,5145169.8865,308310,FORK STREAM,FORK STREAM,FORK STREAM AT FORK STREAM,,N,,N,,,,,,,,,,,,823,2295479,5706799,I37:95479-06799,1385506,5145169,BY16:8550-4516,3416681
1396459.2889,5139960.6769,308401,"GODLEY PEAKS, TEKAPO","GODLEY PEAKS, TEKAPO","GODLEY PEAKS, TEKAPO AT GODLEY PEAKS, TEKAPO",,N,,N,,,,,,,,,,,,762,2306429,5701589,I37:06429-01589,1396459,5139960,BY17:9645-3996,3416682
1411010.2531,5145944.266,308601,LAKE TEKAPO SKIFIELD,LAKE TEKAPO SKIFIELD,LAKE TEKAPO SKIFIELD AT LAKE TEKAPO SKIFIELD,,N,,N,,,,,,,,,,,,1350,2320979,5707569,I37:20979-07569,1411010,5145944,BY17:1101-4594,3416683
1411010.2531,5145944.266,308602,LAKE TEKAPO SKI ANEM,LAKE TEKAPO SKI ANEM,LAKE TEKAPO SKI ANEM AT LAKE TEKAPO SKI ANEM,,N,,N,,,,,,,,,,,,1697,2320979,5707569,I37:20979-07569,1411010,5145944,BY17:1101-4594,3416684
1411530.5284,5144674.2145,308610,COAL CK,SKIFIELD,COAL CK AT SKIFIELD,,N,,N,,,,,,,,,,,,1364,2321499,5706299,I37:21499-06299,1411530,5144674,BY17:1153-4467,3416685
1428501.7117,5144647.3625,308810,ORARI NO 1,ORARI NO 1,ORARI NO 1 AT ORARI NO 1,,N,,N,,,,,,,,,,,,823,2338469,5706269,J37:38469-06269,1428501,5144647,BY18:2850-4464,3416686
1432097.2859,5147566.1101,308910,ORARI,PHANTOM R NO 9,ORARI AT PHANTOM R NO 9,T,N,O,N,,,,,,,,,,,,750,2342065,5709187,J37:42065-09187,1432097,5147566,BY18:3209-4756,3416687
1433785.8611,5150248.4502,308911,ORARI,LOOK UP CK,ORARI AT LOOK UP CK,T,N,O,N,,,,,,,,,,,,853,2343754,5711869,J36:43754-11869,1433785,5150248,BY18:3378-5024,3416688
1367163.6455,5133433.3445,309101,"L PUKAKI,GLENTANNER","L PUKAKI,GLENTANNER","L PUKAKI,GLENTANNER AT L PUKAKI,GLENTANNER",,N,,N,,,,,,,,,,,,853,2277139,5695069,H37:77139-95069,1367163,5133433,BY15:6716-3343,3416689
1369935.1999,5129862.8031,309102,THE REST,THE REST,THE REST AT THE REST,,N,,N,,,,,,,,,,,,515,2279909,5691499,H37:79909-91499,1369935,5129862,BY15:6993-2986,3416690
1367165.6447,5133440.3471,309111,PERIGLACIAL TERRACE,PERIGLACIAL TERRACE,PERIGLACIAL TERRACE AT PERIGLACIAL TERRACE,,N,,N,,,,,,,,,,,,1524,2277141,5695076,H37:77141-95076,1367165,5133440,BY15:6716-3344,3416691
1375437.5354,5126383.0226,309201,"L PUKAKI, BRAEMAR","L PUKAKI, BRAEMAR","L PUKAKI, BRAEMAR AT L PUKAKI, BRAEMAR",,N,,N,,,,,,,,,,,,550,2285409,5688019,H37:85409-88019,1375437,5126383,BY16:7543-2638,3416692
1379331.6804,5130186.9434,309210,BRAEMAR HUT,BRAEMAR HUT,BRAEMAR HUT AT BRAEMAR HUT,,N,,N,,,,,,,,,,,,884,2289303,5691821,H37:89303-91821,1379331,5130186,BY16:7933-3018,3416693
1381528.9884,5126864.5996,309211,MARY BURN,COACH RD,MARY BURN AT COACH RD,,N,,N,,,,,,,,,,,,838,2291499,5688499,I37:91499-88499,1381528,5126864,BY16:8152-2686,3416694
1379146.4772,5135741.3352,309212,SNOW GRASS,SNOW GRASS,SNOW GRASS AT SNOW GRASS,,N,,N,,,,,,,,,,,,1143,2289119,5697374,H37:89119-97374,1379146,5135741,BY16:7914-3574,3416695
1396852.162,5127078.4208,309401,MT JOHN,MT JOHN,MT JOHN AT MT JOHN,,N,,N,,,,,,,,,,,,1027,2306819,5688709,I37:06819-88709,1396852,5127078,BY17:9685-2707,3416696
1402092.5681,5129010.0616,309501,"L TEKAPO,MT HAY STN","L TEKAPO,MT HAY STN","L TEKAPO,MT HAY STN AT L TEKAPO,MT HAY STN",,N,,N,,,,,,,,,,,,732,2312059,5690639,I37:12059-90639,1402092,5129010,BY17:0209-2901,3416697
1413034.0528,5128772.776,309610,OPIHI,MT DOBSON,OPIHI AT MT DOBSON,,N,,N,,,,,,,,,,,,1360,2322999,5690399,I37:22999-90399,1413034,5128772,BY17:1303-2877,3416698
1416705.9504,5134996.2769,309701,SOUTH OPUHA,SOUTH OPUHA (OLD),SOUTH OPUHA AT SOUTH OPUHA (OLD),,N,,N,,,,,,,,,,,,762,2326672,5696621,I37:26672-96621,1416705,5134996,BY17:1670-3499,3416699
1427423.9814,5133496.6723,309801,DEEPBURN,DEEPBURN,DEEPBURN AT DEEPBURN,,N,,N,,,,,,,,,,,,518,2337389,5695119,J37:37389-95119,1427423,5133496,BY18:2742-3349,3416700
1430034.6561,5135351.353,309802,CLAYTON STATION,CLAYTON STATION,CLAYTON STATION AT CLAYTON STATION,,N,,N,,,,,,,,,,,,488,2340000,5696973,J37:40000-96973,1430034,5135351,BY18:3003-3535,3416701
1438230.947,5235877.0439,310010,HOKITIKA,RAPID CK,HOKITIKA AT RAPID CK,,N,,N,,,,,,,,,,,,152,2348199,5797499,J34:48199-97499,1438230,5235877,BV18:3823-3587,3416703
1439800.2795,5231937.0953,310011,FREWS HUT,FREWS HUT,FREWS HUT AT FREWS HUT,,N,,N,,,,,,,,,,,,427,2349769,5793559,J34:49769-93559,1439800,5231937,BV18:3980-3193,3416704
1449289.5126,5234045.9128,310110,POET HUT,POET HUT,POET HUT AT POET HUT,,N,,N,,,,,,,,,,,,549,2359259,5795669,J34:59259-95669,1449289,5234045,BV19:4928-3404,3416705
1445209.9895,5233956.3537,310111,FRISCO HUT,FRISCO HUT,FRISCO HUT AT FRISCO HUT,,N,,N,,,,,,,,,,,,1006,2355179,5795579,J34:55179-95579,1445209,5233956,BV19:4520-3395,3416706
1451979.1743,5234105.6315,310112,MUNGO HUT,MUNGO HUT,MUNGO HUT AT MUNGO HUT,,N,,N,,,,,,,,,,,,884,2361949,5795729,J34:61949-95729,1451979,5234105,BV19:5197-3410,3416707
1449369.0062,5230266.2312,310113,SIR ROBERT HUT,SIR ROBERT HUT,SIR ROBERT HUT AT SIR ROBERT HUT,,N,,N,,,,,,,,,,,,,2359339,5791889,J34:59339-91889,1449369,5230266,BV19:4936-3026,3416708
1457790.7315,5229048.6261,310210,RAKAIA,STEWART,RAKAIA AT STEWART,C,N,O,N,,,,,,,,,,,,975,2367762,5790672,J34:67762-90672,1457790,5229048,BV19:5779-2904,3416709
1464828.1299,5242573.2787,310311,WILBERFORCE,CLOUGH MEMORIAL,WILBERFORCE AT CLOUGH MEMORIAL,C,N,,N,,,,,,,,,,,,975,2374799,5804199,K33:74799-04199,1464828,5242573,BV19:6482-4257,3416710
1460728.0305,5235574.6373,310312,WILBERFORCE,CABOT RIDGE,WILBERFORCE AT CABOT RIDGE,,N,,N,,,,,,,,,,,,1450,2370699,5797199,K34:70699-97199,1460728,5235574,BV19:6072-3557,3416711
1461527.5654,5232674.9144,310314,WILBERFORCE,GRIFFITHS CONFLUENCE,WILBERFORCE AT GRIFFITHS CONFLUENCE,,N,,N,,,,,,,,,,,,700,2371499,5794299,K34:71499-94299,1461527,5232674,BV19:6152-3267,3416712
1473463.5286,5242141.4473,310510,WAIMAKARIRI,CARRINGTON,WAIMAKARIRI AT CARRINGTON,C,T,O,N,2021/09/24 04:00:00+00,0,1.5,2,0,125.5,10,36,3,0,178,823,2383436,5803768,K33:83436-03768,1473463,5242141,BV20:7346-4214,3416713
1484423.8411,5234972.6829,310511,WAIMAKARIRI,BEALEY SPUR,WAIMAKARIRI AT BEALEY SPUR,,N,,N,,,,,,,,,,,,,2394399,5796599,K34:94399-96599,1484423,5234972,BV20:8442-3497,3416714
1485924.6905,5236533.2734,310601,BEALEY,BEALEY,BEALEY AT BEALEY,,N,,N,,,,,,,,,,,,649,2395900,5798160,K34:95900-98160,1485924,5236533,BV20:8592-3653,3416715
1490027.7294,5234823.2821,310602,BROAD STREAM BEALEY,BROAD STREAM BEALEY,BROAD STREAM BEALEY AT BROAD STREAM BEALEY,,N,,N,,,,,,,,,,,,671,2400004,5796450,K34:00004-96450,1490027,5234823,BV20:9002-3482,3416716
1492304.4327,5236888.698,310610,WAIMAKARIRI,CORA LYNN,WAIMAKARIRI AT CORA LYNN,C,N,O,N,,,,,,,,,,,,579,2402281,5798516,K34:02281-98516,1492304,5236888,BV21:9230-3688,3416717
1487339.2632,5234779.492,310611,BEALEY,BEALEY,BEALEY AT BEALEY,,N,,N,,,,,,,,,,,,610,2397315,5796406,K34:97315-96406,1487339,5234779,BV20:8733-3477,3416718
1498171.007,5234941.6773,310702,CASS,CASS,CASS AT CASS,,N,,N,,,,,,,,,,,,610,2408149,5796569,K34:08149-96569,1498171,5234941,BV21:9817-3494,3416719
1497418.9568,5232042.3445,310710,WAIMAKARIRI,GRASMERE HOMESTEAD (CLOSED),WAIMAKARIRI AT GRASMERE HOMESTEAD (CLOSED),C,N,O,N,,,,,,,,,,,,640,2407397,5793669,K34:07397-93669,1497418,5232042,BV21:9741-3204,3416720
1513107.3322,5233261.1195,310901,MT WHITE STN,MT WHITE STN,MT WHITE STN AT MT WHITE STN,,N,,N,,,,,,,,,,,,610,2423089,5794889,L34:23089-94889,1513107,5233261,BV21:1310-3326,3416721
1513943.1301,5233435.0285,310910,WAIMAKARIRI,MT WHITE,WAIMAKARIRI AT MT WHITE,C,N,O,N,,,,,,,,,,,,625,2423925,5795063,L34:23925-95063,1513943,5233435,BV21:1394-3343,3416722
1437239.8582,5226317.6632,311001,PRICES FLAT,PRICES FLAT,PRICES FLAT AT PRICES FLAT,,N,,N,,,,,,,,,,,,400,2347209,5787939,J34:47209-87939,1437239,5226317,BV18:3723-2631,3416723
1439929.6017,5226387.3965,311002,CAT CREEK SHELF,CAT CREEK SHELF,CAT CREEK SHELF AT CAT CREEK SHELF,,N,,N,,,,,,,,,,,,1433,2349899,5788009,J34:49899-88009,1439929,5226387,BV18:3992-2638,3416724
1439929.6017,5226387.3965,311003,CAT CREEK HUT,CAT CREEK HUT,CAT CREEK HUT AT CAT CREEK HUT,,N,,N,,,,,,,,,,,,1140,2349899,5788009,J34:49899-88009,1439929,5226387,BV18:3992-2638,3416725
1438029.6742,5225377.6321,311010,HOKITIKA,PRICES FLAT,HOKITIKA AT PRICES FLAT,,N,,N,,,,,,,,,,,,427,2347999,5786999,J34:47999-86999,1438029,5225377,BW18:3802-2537,3416726
1433730.4695,5229077.9214,311015,CROPP,WATERFALL,CROPP AT WATERFALL,,N,,N,,,,,,,,,,,,975,2343699,5790699,J34:43699-90699,1433730,5229077,BV18:3373-2907,3416727
1466925.8205,5222775.7617,311301,RAKAIA,FANG HILL,RAKAIA AT FANG HILL,C,N,O,N,,,,,,,,,,,,625,2376899,5784399,K34:76899-84399,1466925,5222775,BW19:6692-2277,3416728
1467185.8181,5223305.6802,311310,FANG HILL,FANG HILL,FANG HILL AT FANG HILL,,N,,N,,,,,,,,,,,,366,2377159,5784929,K34:77159-84929,1467185,5223305,BW19:6718-2330,3416729
1474034.4531,5217876.0891,311401,GLENTHORNE,GLENTHORNE,GLENTHORNE AT GLENTHORNE,,N,,N,,,,,,,,,,,,610,2384009,5779499,K34:84009-79499,1474034,5217876,BW20:7403-1787,3416730
1491611.5462,5221844.7114,311601,MT CHEESEMAN SKIFIELD,MT CHEESEMAN SKIFIELD,MT CHEESEMAN SKIFIELD AT MT CHEESEMAN SKIFIELD,,N,,N,,,,,,,,,,,,1584,2401589,5783469,K34:01589-83469,1491611,5221844,BW20:9161-2184,3416731
1492881.3913,5223754.2838,311602,SKI BASIN,SKI BASIN,SKI BASIN AT SKI BASIN,,N,,N,,,,,,,,,,,,1554,2402859,5785379,K34:02859-85379,1492881,5223754,BW21:9288-2375,3416732
1491551.7613,5225514.0026,311603,SKI BASIN EDL,SKI BASIN EDL,SKI BASIN EDL AT SKI BASIN EDL,,N,,N,,,,,,,,,,,,1554,2401529,5787139,K34:01529-87139,1491551,5225514,BW20:9155-2551,3416733
1486222.4057,5218095.6076,311604,MT OLYMPUS SKIFIELD,MT OLYMPUS SKIFIELD,MT OLYMPUS SKIFIELD AT MT OLYMPUS SKIFIELD,,N,,N,,,,,,,,,,,,1630,2396199,5779719,K34:96199-79719,1486222,5218095,BW20:8622-1809,3416734
1487622.348,5222274.7997,311610,HARPER,COCKAYNE,HARPER AT COCKAYNE,,N,,N,,,,,,,,,,,,740,2397599,5783899,K34:97599-83899,1487622,5222274,BW20:8762-2227,3416735
1499721.9418,5223863.9631,311701,FLOCKHILL,FLOCKHILL,FLOCKHILL AT FLOCKHILL,,N,,N,,,,,,,,,,,,655,2409701,5785489,K34:09701-85489,1499721,5223863,BW21:9972-2386,3416736
1495680.7148,5221914.5345,311702,CRAIGIEBURN FOREST,CRAIGIEBURN FOREST,CRAIGIEBURN FOREST AT CRAIGIEBURN FOREST,,N,,N,,,,,,,,,,,,914,2405659,5783539,K34:05659-83539,1495680,5221914,BW21:9568-2191,3416737
1494271.1073,5223774.2173,311703,CAMP STREAM,CAMP STREAM,CAMP STREAM AT CAMP STREAM,,N,,N,,,,,,,,,,,,1433,2404249,5785399,K34:04249-85399,1494271,5223774,BW21:9427-2377,3416738
1494241.214,5225553.8609,311704,CRAIGEBURN SKIFIELD,CRAIGEBURN SKIFIELD,CRAIGEBURN SKIFIELD AT CRAIGEBURN SKIFIELD,,N,,N,,,,,,,,,,,,1310,2404219,5787179,K34:04219-87179,1494241,5225553,BW21:9424-2555,3416739
1494241.214,5225553.8609,311705,BROKEN RIVER SKIFIELD,BROKEN RIVER SKIFIELD,BROKEN RIVER SKIFIELD AT BROKEN RIVER SKIFIELD,,N,,N,,,,,,,,,,,,1550,2404219,5787179,K34:04219-87179,1494241,5225553,BW21:9424-2555,3416740
1494321.1078,5223974.1749,311710,CAMP STREAM,CRAIGIEBURN,CAMP STREAM AT CRAIGIEBURN,,N,,N,,,,,,,,,,,,1370,2404299,5785599,K34:04299-85599,1494321,5223974,BW21:9432-2397,3416741
1507798.2901,5227642.7501,311801,CRAIGIEBURN STN,CRAIGIEBURN STN,CRAIGIEBURN STN AT CRAIGIEBURN STN,,N,,N,,,,,,,,,,,,610,2417779,5789269,L34:17779-89269,1507798,5227642,BV21:0779-2764,3416742
1499653.4724,5232198.1726,311810,WAIMAKARIRI,GRASMERE,WAIMAKARIRI AT GRASMERE,C,T,O,N,2021/09/24 04:00:00+00,0,0,0,0,25,0,0,0,0.5,25.5,600,2409632,5793825,K34:09632-93825,1499653,5232198,BV21:9965-3219,3416743
1515639.2284,5225590.8984,311910,WAIMAKARIRI,ESK,WAIMAKARIRI AT ESK,C,T,O,N,2021/09/24 03:00:00+00,0,0.5,0.5,0,25.5,0,0,0,2.5,29,400,2425622,5787217,L34:25622-87217,1515639,5225590,BW21:1563-2559,3416744
1447187.2814,5207998.0276,312101,JELLICOE BOG,JELLICOE BOG,JELLICOE BOG AT JELLICOE BOG,,N,,N,,,,,,,,,,,,790,2357159,5769619,J35:57159-69619,1447187,5207998,BW19:4718-0799,3416745
1448227.7342,5216877.3557,312110,MATHIAS RIVER,MATHIAS AT NZDSA HUT,MATHIAS RIVER AT MATHIAS AT NZDSA HUT,,N,,N,,,,,,,,,,,,670,2358199,5778499,J34:58199-78499,1448227,5216877,BW19:4822-1687,3416746
1443627.7757,5210877.9864,312111,TALUS,TALUS TARN,TALUS AT TALUS TARN,,N,,N,,,,,,,,,,,,1670,2353599,5772499,J34:53599-72499,1443627,5210877,BW18:4362-1087,3416747
1475484.0726,5214126.5869,312401,HARPER RIVER,HARPER RIVER,HARPER RIVER AT HARPER RIVER,,N,,N,,,,,,,,,,,,533,2385459,5775749,K34:85459-75749,1475484,5214126,BW20:7548-1412,3416748
1474144.2214,5212326.8855,312402,COLERIDGE DIVERSION,COLERIDGE DIVERSION,COLERIDGE DIVERSION AT COLERIDGE DIVERSION,,N,,N,,,,,,,,,,,,506,2384119,5773949,K34:84119-73949,1474144,5212326,BW20:7414-1232,3416749
